2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28,2017-10-29,2017-10-30,2017-10-31
6a368def86ae9537,58144659f6f66038,5b81c69fcf5697a,54d788ccc3244b9a,53e2272f267af80f,5a22b345947e0689,4f66af65832a617,4eb01ff35c7fb768,5023a44727d1bf7f,500297dcb45c4fbe,51efb08315aad3e2,4d56d558818f6113,50414839bb187346,4824584cd5b444a4,45e4b279a6413450,42b1e4d5fe66df4f,42bb838ac9b15838,3f9ee75964c083da,3d4c37e09869b8cc,494124b4d50f61ba,3c3ec83c424b0eb0,3ed9e80b83cabdd4,3ecca7711cbb0941,3c6cbdf808f0022b,3dd34e3a84160c5c,46d40f667e0f74fd,486dadb4b9fdd1e7,3baf107241f709e1,376c82cbf35d937e,34dc56616cfde2c2,3407a0a2cfb4698d
6a4eb87d66ce618d,582d7f47bb8d9c47,5b922d9907b23f09,54dcd2905c29200a,53ee394acbc85f0f,5a37016e5da19b33,4f6a10957f632b3d,4eb88bc3ec42deaa,5032c5a1df0ff4ef,5002e47f85d21710,52053e7664032394,4d5d63739367cd7,5046f170d2af606d,4825c59f971acdd4,45e510701365180b,42b63aecb4cc6699,42c6406b0461e546,3fa5fcde0e1b4125,3d4ccc91f19578e7,494a15fd56e1d802,3c42c95f236aa159,3edc9529440fedd8,3ed6be7a876f8856,3c6febe36b040e5c,3dd37c549de2ec1e,46d49a0e685db055,48765e633fe688f4,3bb0fb454e34170b,377204b71ef61e1a,34dd37f219893c7e,341a437041eac33
6a5caf07e3e26a98,583c5fb9bd63ccc2,5b974435340d045f,54e1dae6d77808c2,53f13ef5915131e8,5a3b399dcc0ce15,4f716b1330fac45d,4ebc28450c910c83,5047d8b4bae67641,500c15d33ce606f8,52091f49024cee02,4d6fb0a302cf568d,504cafd34f4ce52b,482a159c15b83309,45f0df9e9207594a,42bb838ac9b15838,42e26f716405cb03,3faaf0541abc49e8,3d568e79944d740,494c73b53ad277a8,3c4d5d637a0a277d,3ee8fff59b61f5c1,3ee332abf8031a5a,3c71a9231a1e8b45,3ddd1685f76ee362,46ddbd738f775573,487946cdcb14ecd3,3bb689bb4311e4e3,3774fd101a5e369e,34ec39ba7fa72036,341ab8de01017d5e
6a66cab061e686d9,584b244c359cfcfd,5ba27eb94e2436c6,54e49c1e4dfd36fb,53f6c6b8b97835e3,5a594ec05fab3fd5,4f7cf27047f18a1,4ec3e97618581525,504deb5ae0899eb5,5013369806ec6d95,5211e335a4c52f,4d79b7c9835e5953,504deb5ae0899eb5,482cfdf18d324274,45f9f7c0f55a58e1,42c6406b0461e546,42ee63c79460cbaa,3fac33431c8403bb,3d5b2dce87d65525,495627dd7df78696,3c4ee8ad15d4235e,3ef40b4d3f220a4c,3ee8fff59b61f5c1,3c819569cd92aa41,3de08c2ba2161c6f,46e470d54a305251,487f12eb64cdcff5,3bc316bcec4fb371,3779c2db605f127e,34ed113a1b60c711,341fefd5172c995f
6a7616e8ef5e6f8d,585ae9c07979b5ff,5bac126f8f7edad5,54e4c680f6e3514c,53fadadfe210f1fc,5a5a88cf993e8d1a,4f8242594c8947cd,4ecba51b25956abc,50785aeee413036a,5013c6248f39961,521680f5cf7fa62,4d80b5c2620948fa,504ed35a1d2eecb7,483fd6f98c72514b,46038b9914b64390,42c843febfadf0e7,42eff583997f25cf,3fc7e7a69c076c11,3d613d3b61a57837,4968a354e7589129,3c59d8610b8d92c7,3efd4f1e4bed6d85,3eeda50d6855dfcf,3c85883bc9f6903e,3de1d5d353312ca5,46e5c13c36b9042,487f2345d4f7294e,3bc41e824655cefe,377aaefa55db3aed,34f5618096ed3181,342835ee95978f57
6a7726c57e0c1d4d,585eb3f257721fed,5bacb6a4cfd4bccf,54ebc3b848e917a5,5403513eb4ee4922,5a648e0411ade73d,4f919f5db662c821,4ece645bffbf838b,5088e739ab0bf283,5014284677e1532,521da17d309e60ea,4d81209fbee5aa49,50581cb5a7003371,484045ab279f118b,46053f494e7bb84,42cd7ba447c54eb9,42f1baf050a87aaf,3fcb81481cef053c,3d7aaace194e6eae,496e43b2d30cabae,3c5d8b996beeebfb,3f08015ddbb7c517,3efd4f1e4bed6d85,3c87e50b10de7f0,3de8118f29672bf5,46e9d22deb54d12d,48a25bda1c0c4eaf,3bcbb3ad1c6f643f,378890bcb2a62f6e,34f5cdeb79257b33,342feca1935f0fc
6a97260787374839,586398d7af711c8e,5bb03349fb13180e,54ffa1ab113619c1,5404de9be5e00bfc,5a6c462bc5f75c70,4fa61e20fcd92553,4ee268fa2360b38c,508f8b8fc65c6248,5017dd4bebb960ae,522199ae4415ab37,4d850347808bb99f,506aebbdf9469028,484ca2d154a9bab1,46293e86f6109fd7,42e26f716405cb03,42f2eae7accf86f5,3fce67368d39e10b,3d81fc1c7e259266,49747da81768fdd8,3c62877baf66ed8e,3f11e14d195d2f12,3f0195f0457bd955,3c91243aa6296456,3deeb50ac7d915ad,46f1ac43f1c49eeb,48a52e77497e32ae,3bcbc3759191bd96,378aeb23d9f4f2d3,34ff32b3da21fc06,343832f70dd53200
6abca89c7f1d206c,586eb5391b3ae37c,5bb2e317b12c9168,551f33827be33908,540965a1f790eae4,5a744cc5f99570e7,4fc27443e81f534,4efccf03e3e82052,50a341fb45065888,5023a44727d1bf7f,52283f22c44cbb38,4d85847317b7e574,50785aeee413036a,4856db3deaafe7b2,462afa49c1b17fce,42e38a9762636627,42fab99f576b2d25,3fdcdbbfa1f0b6e2,3d843f4a85127c3,498f967d1a5e1cd0,3c68fe2ec2f549d5,3f2433359799bcf0,3f05f878fadcb8c1,3c9b30a7712afa7e,3df5c8d0a53627cf,46f8f1237398e123,48b4acd413945b89,3bdc5f61a435deb3,3799720e4cf0a6b6,350156992f40cc95,34440bfb9fce148e
6aceae3456108c3d,5882cd0686d48f76,5bb39feb2e0dce11,5520edde2793b23b,5418f22d4d3877a0,5a8c4f15b4cceb9f,4fc40f37f1539ba2,4f126fcd573a1671,50a868e81e73acfe,5032c5a1df0ff4ef,52298df231ed3301,4d96e72c214a961e,5088e739ab0bf283,485dc2c2d53e868b,4632f66de5b590c,42ee63c79460cbaa,42fd55f5b7aadb79,3fe357226b0c70b8,3d905d7f2fd1b5e6,49988f30538b0339,3c6cbdf808f0022b,3f2eaf9585132981,3f0cea158cf180fe,3c9dd328d01c9c1f,3df5e24233286b8d,4704b0bc0d3eefc7,48b67cea4fdbf698,3be0be158ec5844a,379b9aee3174560e,3508d4043356619,34444ca40cbb6d92
6ade299327b7d4e9,588ee40990fc4aed,5bc170d47d48b00,5524d56191568ab5,541b1bee40d08477,5a932f1bb97cb6a3,4fd790ef4569eca5,4f1862a7766ef06b,50b67cf925a47a62,504894455d8a36cc,522b6ba736a3dd0f,4d9a3b8610cc520f,508db9f8990ea21e,48653cf1c2fef873,464226719a780f2d,42ef8b26b708b935,42ff1a6b703baaa2,3ff671f784a4785c,3d95965c3135330c,499ee5c0dd8694e3,3c819569cd92aa41,3f4c70f07ec973c3,3f11e14d195d2f12,3caa7b6bc07ed017,3dffdd5795ab567e,47077d1bee16d0aa,48bd21549b44d0b8,3be34957c3ec68ca,37a4aa02fffad08a,350d191134e60c6b,344909793c64b21f
6aefced14e84696,589ab93436e7f7a7,5bc613820467fe55,552c8036a72819c,5420149e0cda71ed,5a934acc2c769fac,4fda9416e5e89601,4f1e344224ddebf4,50be276121451f64,504cafd34f4ce52b,523a23994ab86e2b,4da3a1df828a3911,50a341fb45065888,48765e633fe688f4,46528541cdd5d456,42eff583997f25cf,43001cdd44e54931,40037f3f7e3484bb,3d9b77d2188e39dd,49c00386a1224bcc,3c87e50b10de7f0,3f50f3f342f04cf,3f217a6756b9631a,3cb4aaf4d53a81bf,3e052699600bce69,470cc1b49a31e7e5,48bd29ee6d349238,3be4d07086362e80,37ac365fc9fa13df,350d50f47b5c3dea,344e699038502503
6b1073ba83f53863,58af97d41ccdf88a,5bd549747382e271,553388c8a9095cbc,5426fe9f150671be,5a957b064c1859e8,4fe4093feaea48f1,4f20d16a6c069792,50be279601196b79,504d9abc72f8d3bd,523e50292088c9b8,4da6745d25fdb584,50a83d04a4e7da36,4876ea25717627c5,46566665d05ceb39,42f1baf050a87aaf,431257dc5919b2c8,4003d7f225fb9d8d,3d9c597137dc148b,49c141ea689d77b7,3c9115cdb4f0eada,3f57a004eee5067d,3f2433359799bcf0,3cb7eb10a83ca163,3e0634adab6a60b1,4727c9bb03f4a006,48bf2ac302f635c,3bedc56c68251940,37b8c0f3b785e1d2,350e18429b9a07c9,345127727866ccb3
6b119385b347d3ea,5909805d14e97025,5bd5bdba9ae212df,55358b32770c87f2,542b1c5955ff8235,5a95f88ecd5d297e,4fe9cc40697d42a4,4f24857f4cebbf2f,50d169e33a370a63,504deb5ae0899eb5,5242cabb8237aff2,4da749fb10210c6b,50a868e81e73acfe,487ca2e86c599fd,465e571b61c5feda,42f2eae7accf86f5,4313d70903da7f30,401d867056d1eed1,3dab34ed70a22603,49c528b7743cec27,3c91243aa6296456,3f58ab9f15aa0bf1,3f2eaf9585132981,3cc23664212712a2,3e137ddd39fb5422,472dbdae21a20031,48c797342dcb71d8,3bf0e494f0555294,37b8c3d31cc8909f,351ec5385b081cb6,34643ec797f4b737
6b3437bed4d44286,592b0257c4c08820,5beb4499602881e5,553e5a5d98ded057,5444903e50695963,5a9fed3201bcc096,4feba4169481c083,4f2d6142f837deee,50d1b97eab0a1279,505cb087de953992,524580fa0b6df78f,4dd06abdf7f64443,50b1828f5cbb3591,487f12eb64cdcff5,46648dac4b7b23ce,42fab99f576b2d25,431b08f536b9ef0b,4029509b93a5a794,3dbcade4db7ceb5,49cfa110ad9fcc1c,3caa7b6bc07ed017,3f7516812f811cb9,3f2ee3b143e8da63,3cec28214129ec4c,3e1651ebefc6de03,474a664078ef6e9b,48cf3e1fbe128d19,3bf55070d2496ebf,37bb3f854a4171c8,353421630874265a,34704a369d8e4f4c
6b39a9e1814ffaea,592bba7c6c4d171d,5bec36f4e0355c4a,5544f3698a4090a6,54498ce431de4c2e,5aa786005ccf8c6a,4fec69e96ec1d29a,4f3e9b187a0f57a5,50d2264a1987874d,5062ec37b4f784ac,52484e55bbe1440b,4dd408c93287704f,50b69841830c0644,48a7b3de5ae1d9c1,466fe93fae4011a9,42fd55f5b7aadb79,432605016badf54f,4039fe5a655d6168,3dc64b6c36f4736,49d0846590329881,3cb7052737dfa84c,3f79bfb746acf55c,3f4a492947c61665,3cee0efd5ef5a84b,3e1d3060a986ac16,475594e78e0c4fca,48e0b500a24f6019,3c119e5f406973d1,37c420fd37cc40ec,35506074a9c0b35b,347d93c8c61d2eb4
6b3add88a2a6c173,59394f51adc401aa,5bf4e31aa905bcef,554ab42cea02f679,54616cc00369cdeb,5aae609141145f19,4ffd504908fb07da,4f44d8639761f2fb,50d7c2ace9ee38d8,5071dd7655e9895,52513ce6e891c4e5,4dd51737c0c90890,50bd5e32a4e4455,48b25c4e79af7cb7,468a954cb85243c,42ff1a6b703baaa2,432ee06998cfd81d,4040c50d4b9a4f82,3dd327e1820b70d7,49e85fb2dca51a3c,3cb79968aa4157ce,3f7eddaa6b9d0d8,3f4b0420a2a3f286,3cf1add4c9f71e75,3e2b755cdcec967a,4758f4df76154dfe,48ed98394bcb0500,3c1c8925aa3c7ed7,37cd693a5498fc58,3555d18a46ea8464,348c403572af3215
6b411a2de215e93,5960b78652fad737,5bfcc332f8f30208,5557ee0a03101f28,5461915fc6bd01f9,5ab19752ca50d1ae,4ffedd30108abeb8,4f6a10957f632b3d,50d8b1f64c68b56d,5088e739ab0bf283,52584e3759de9dac,4ddcdd32a8022af4,50be279601196b79,48bd21549b44d0b8,4697bb5af157a675,43001cdd44e54931,433137262c77fdb5,40524aec1dd33594,3dd37c549de2ec1e,49f6017625512e27,3cc1117d11a52c3f,3f9ee75964c083da,3f4c70f07ec973c3,3cf5d7701a855249,3e3f128377b3db5e,4759d59a80ccf111,48f8bda9557d341c,3c1cc6a3b05f3939,37cf70d51279b21b,355a7650bd94c962,34962bcdffc36dc0
6b5f86fd5872e10a,596f365032f2d0d7,5c2336cde04c2592,55588c80073b5d87,5463d2a9eed24e42,5ac25c0a854ee1d7,5005810accbf382f,4f716b1330fac45d,50db450652237b53,509c82f847421070,527142403db2f035,4ddd0df512f87a75,50c86cce439187ba,48cb7eb26918d45c,46a3150c813b27b8,433137262c77fdb5,4336318f6c4cddef,40547de1e356368d,3ddbf42f6e394d7a,49f8cdc3386222bd,3ccb0ad2cf73647e,3fa5fcde0e1b4125,3f50f3f342f04cf,3cf7f63894f1e561,3e52fb8178eff612,476c66cc8cc8bff1,48ffdb0becf9ead2,3c2972effefe6b82,37d886b36489e5a5,355f26fa352cef72,349daf819125b15a
6b60b5a91234aff7,5982f4f7b337cc36,5c2e9e62547e27a7,555cfb03f6ded7b9,5463f5f69ea1d41f,5ac5f1a0efef1900,5013369806ec6d95,4f809907856fcf7f,50dbd6effd319ab7,50a341fb45065888,527759c2e6a6e23b,4dde5a4f12faafce,50d7c2ace9ee38d8,48cc5787a782037a,46a8d9ac8b692e69,43351f0c466377c1,433c5a9b86a0abcc,4058a958d0ff47e6,3de08c2ba2161c6f,49fee311d1f671e4,3cd57ecedc99f25a,3fb5f73ce33a3409,3f58ab9f15aa0bf1,3cfabf78e6aa92cf,3e582d7f18ccba34,476cb2c5c19ecc5e,49036b30419318da,3c3fb449716b7183,37dd605525b43418,3567375e18b22efa,34a482ddd7fdbbd3
6b760f2a5f349f07,598508a7ecebf7b2,5c2eb394b1367716,55609493f4cab84a,546f2333b433ff4e,5acd5cd03d62314f,5014284677e1532,4f80d7e3507ac771,50e02eadd3c7b787,50a868e81e73acfe,527bd8f1d8ac6ef7,4de90bf38c96dae9,50d8b1f64c68b56d,48cf3e1fbe128d19,46d20cf52c39c16c,4336318f6c4cddef,434b730676874b9e,405eb074c4f8ac7,3decee2f12682969,4a016b8876058837,3cddd1014d69dd69,3fbeb175a44128df,3f5a1baec6a9f003,3d02995c52a94afb,3e5dd780f33ad969,476f3d7b384e5aaa,490f1cc12eabf26b,3c41f28a5af9f5db,37dda3cc1f70c2ab,35713c27cb12f6ac,34a8fca092d9c992
6b79fb01a6ee0e36,5986ee49fd129d0f,5c51130736dac35e,5568959f1e26b20c,5472d60b5f79eca3,5ae27cad97a90300,50159e57ad925573,4f8302f59729bceb,50f6d12b5772b404,50a8ac8c6f0242a6,5290194fcab583a1,4dec5fdfecfb0f1c,50f6d12b5772b404,48de83deec910fa3,46d380940f02a148,43393655f5d4998b,4350b03442a890aa,406b2be3826203d2,3defd9dfa5c78da5,4a04bf1d17bf0afd,3ce2815b4e3a2d27,3fc676bf8cf5cfd6,3f5e8f89abde3a47,3d0651d8cb39e071,3e6919f065045d45,4787d3cd8356a0b4,4910774db52eba1c,3c42362a1030983f,37e72f9b6964c299,35804d6063f1419c,34c9e3d07ea1c2ef
6ba273c7b17932aa,5995061eda579461,5c6ac5136621a709,55712273bdcc1ed6,5489e5dc2a85b1dd,5aef6d30f2259c15,5017dd4bebb960ae,4f9363644f60cca2,50fb0787474bb6e9,50b6798df1e50218,52ae0775f5840d2c,4dfe952f397ba0,5108a7a1e43f059c,48e0b500a24f6019,46dd4e2f816aaaf1,4350b03442a890aa,435189342f70b040,408746e04318163d,3df5c8d0a53627cf,4a219f9ebefdcf7b,3ce4f3b492da57f4,3fc7e7a69c076c11,3f6103520dc77952,3d117354f213bd67,3e6d142b5259335d,478afc44847f5551,49136f8f32105d37,3c425475552ec4dd,37f00e034bbe68d1,3586967d8f7d6db3,34ca0cf6e0c40d4e
6bd167ac57927ff2,59b651c64ccdd2c1,5c6deb0adc482535,5577251228077aa1,54924fa55fa200fc,5afa4839cd2cecca,5018a723e647c592,4fa46676b4a95ae2,50fc918975f46936,50be276121451f64,52b15c3a74c921ec,4e048590d6adce23,510cdee37b263053,48e7e784dece1bfb,46ddbd738f775573,43531dc986d8b560,43551ee1afcf85e8,408ab043028a6d0b,3df8a80ec2c66965,4a2350c05363cf6c,3cee0efd5ef5a84b,3fcb81481cef053c,3f7229d2d6b91fb0,3d11b743ddded919,3e6f538e70df547b,478e10a8e668d342,4914895a0d2225d6,3c4402434557293b,37facde9fa3048c2,358844a11a90a444,34d49124e5bba0b8
6bd906174d827f6d,59b8996b8ddf8fb7,5c725577064d7b2a,558e71a6b8413a14,549d1250e5db9563,5b0dbf090fedd0aa,501acb4960cf245a,4fc0ce59f67bfd9d,510900ac166837ec,50be279601196b79,52b215e1890f39a9,4e13a9a99b2304f5,5126e706f8b955e9,48f8bda9557d341c,46e5c13c36b9042,4353c55ffb4ae495,435b35da49c97bb4,4093e5170ee9b51b,3e0634adab6a60b1,4a241f303e5e1f1c,3cf1add4c9f71e75,3fcbce38127664aa,3f7516812f811cb9,3d1a1839100a7956,3e7d2c831bf772ca,47a072b7d148b375,4929b3a1c047a68c,3c5c4665a3f8ad5a,37ff91f97bf7e48a,358f232b51d9ac0d,34d78805ea81f845
6bdc1a0c11487be0,59be850d5afd2793,5c7d62fbe7c03790,5592abb56a2056e6,54a5f312ec0c6465,5b1a23c602aa9b7c,503f5da784c7e69d,4fc30d97ddc90d33,510cdee37b263053,50beec764eeee9ee,52b218c934f3306f,4e16933029d1676b,5136dce460d7eb07,48f978e26cb1b6dd,46e7cf6f91ef1486,435b35da49c97bb4,435fc7d5c205e512,40a01f2ccdec2854,3e0a2e5e369d866b,4a3207fd8b773a2d,3cf5d49b0d134e5d,3fce67368d39e10b,3f79bfb746acf55c,3d3106abf72efadb,3e87a5da9c7be016,47a38c0dd22a3c69,493e2dc73e9bd65b,3c5d8b996beeebfb,380c1e1bf34acf45,3590cfe408340f2e,34dabb1419c470e9
6bebe1f91f81dd85,59d890ccc96ab6b8,5ca95a4bb6024b55,55c1775effd13335,54b01d6cb3994566,5b1b3cb3c845a061,50490b7bdb58e68e,4fc40f37f1539ba2,51237904fe7c7feb,50d169e33a370a63,52d2f2596e6e1daa,4e238b28e6e07463,51559d31762f1008,4921130344bcc236,47021caac8907f85,435c9d128f746e42,436688fcb91f4e28,40a4ef5082504c73,3e137ddd39fb5422,4a3f19de972a7257,3cf5d7701a855249,3fce7714e4643512,3f8f185385cb2731,3d3cb5db632e0be0,3e8a5d1fe0a1daba,47b912843f104c56,49404c2c72c2f9c9,3c68fe2ec2f549d5,3811d34f44a5496d,3594e3d45b4d317b,34dc56616cfde2c2
6bf1892408530d16,59f3fd75e55c7687,5cb0604b89d9b111,55cc8fde2fe57ec6,54b300b660f18ede,5b3321a764904703,504deb5ae0899eb5,4fc660b280f538ad,5148db4eea40062f,50d8b1f64c68b56d,52e348c5a0e01f47,4e2b551ddd19f0d0,515a4307313fe5a9,492ead7e25d6f676,47077d1bee16d0aa,435fed397ff93cb3,436d7a3f9d8da715,40a5119c7f600ed9,3e1bfc8b627fc5,4a3f5fec5eab0ba4,3cf7f63894f1e561,3fd5578077dba6e7,3f98a594b15596c0,3d48ecd618a47935,3e92773555570b4f,47bda40987d8c768,49481bfd189d6be1,3c6cbdf808f0022b,381aef6250ff034c,359a689aede02111,34ec39ba7fa72036
6bfbb25510c0ab33,59f6f9e57033dd9b,5cba54ba3b8048e3,55d8307f4f01d60e,54d4e0a886b3f560,5b365b2a3fd4f09b,506aebbdf9469028,4fc6705944e3f08,51559d31762f1008,50e02eadd3c7b787,52efd0968b023912,4e4575028be202c5,51706e438ce7d767,493274e6ebfb3946,47078606427ae5bd,43675dd350099d94,4378fb7ed2f7aa99,40c198cd811b5c57,3e2b755cdcec967a,4a417906e8d2d645,3cf89b43c75ad6d4,3fe256126d819788,3fa1062bab547c56,3d4c37e09869b8cc,3ea0a8eb860c7f49,47c56c515da84eab,494fb98f647288af,3c74db8c60100ee2,38249ec4450483de,35a6225602feb9cb,34ed113a1b60c711
6c3ba980dba8ebb6,59f85fe1e0f50f83,5cbcb3170e8c5046,55f98d589107da91,54d73e27c7746e80,5b4c74b8cc58f801,50785aeee413036a,4fd290b16a86a495,515dc5f5f83dbfd4,50efb38e8ea2a153,5309f0f83690594c,4e4ddec917591071,517267e2344d4118,49347e860392245b,470a45adfa825d3e,436c4fa52ee24f0c,4383a2e75ed690f5,40d0fdf38f877e7b,3e37c7087da75ee5,4a5938dbaa3121e5,3cfabf78e6aa92cf,3fe357226b0c70b8,3fa520525cb4b092,3d5b2dce87d65525,3eb806c22af0de5f,47c674b0b75cda36,495d1acec4eb9197,3c819569cd92aa41,38367336ce32c3dc,35a858adf4e94ec9,34f5cdeb79257b33
6c3f30c1b3a3f257,5a02f34bb0b45920,5ccaf9463ca889fa,56038daa794b8006,54d788ccc3244b9a,5b51c9176bd328d8,509c4ab8709330ea,4fd790ef4569eca5,5166571ff67d07d4,50f15d8af5570c3e,531334e7213fa432,4e505745fbf69798,5175e41a023ff47b,4938f5b96937b40a,471cace165493d10,436f52017e35744b,4385a28d1a4c95be,40d353aaac2a6c2c,3e45e88dc3f2899d,4a5cf245bf149774,3d02995c52a94afb,3fec30266a34a6f1,3fa82516c7101fe0,3d613d3b61a57837,3ebab46774cdc967,47ca1aa1dd2f2569,496ba3179508143e,3c85883bc9f6903e,383b094826b7c934,35b0c98e606c9970,350062572125ed54
6c4aef052391b1ea,5a09993fe1d307cc,5ccd079c69e0f70c,56075b6f2382e686,54dbc0f6430aed18,5b6415428ced92fc,509c82f847421070,4fda9416e5e89601,51680fd5471d9f8a,50f6d12b5772b404,53246b92850437b7,4e55205eb1b658bf,51766351b4739c8b,4944b9ff7a9c7921,4727c9bb03f4a006,4373432eaa33e6e4,43949d3e1cc9562e,40dd7b6e0df6ff92,3e52fb8178eff612,4a64f031f5d1fbd0,3d0651d8cb39e071,3fee1c7d3181c42b,3fac33431c8403bb,3d628eb0ad216197,3ec1348cdb443156,47e5e95c00f8599b,49711260fcb29969,3c87e50b10de7f0,3849bf02285cb1d3,35b147926ab0895c,350d191134e60c6b
6c590f72e7ebd747,5a1c043d7278d06d,5cd24f8b611f1b14,561bdcc1aee7a189,54dcd2905c29200a,5b68ac1f0f4f0ac3,50a341fb45065888,4fe4093feaea48f1,51706e438ce7d767,50fb0787474bb6e9,5327c4858ae03097,4e635cefe8f5d0ca,517908b0f66633e4,49481bfd189d6be1,472ad7bc94292bd6,437f91ed600f0d49,439e0fa574e572f8,40e26173187a1dd1,3e55e4f58fe7589,4a7a25f993d2873e,3d08f63410db3268,3ff2c0898c24056f,3fbeb175a44128df,3d7aaace194e6eae,3ec5cca87dd476b9,47eb0254aa948a5c,49747da81768fdd8,3c91243aa6296456,384f02410bfecfed,35b27e6d9edcc110,350d50f47b5c3dea
6c5a06e2a15e64d3,5a1d7de1bc1060ba,5d04848fda8fb9be,5637d26d1377dffa,54e1dae6d77808c2,5b6bcbef060055b8,50a5fc808b6b90fb,4ff77c1f13e3a802,517a027cabbf2a87,5102486ee5a67377,5328945389f3269e,4e671f2f811d5840,517a027cabbf2a87,494c73b53ad277a8,4731b1b334045c47,4384e1d8efdf2591,439f4a02650ef826,40e7c55844e4d2c6,3e5dd780f33ad969,4a9c35f6032cb690,3d096fc92606b164,3ff665d3c56a6366,3fc372afcd8d2af6,3d82ffc37c6dc36a,3ecca7711cbb0941,47f24fcb544fb2d1,497b478d8f660160,3ca4343653472b50,3861e335d02fcc5c,35b7d55422406e5b,3518db4b1cf3bd7c
6c5ef20dad7dceb7,5a37016e5da19b33,5d13ac202d0c1003,56404b336422635b,54e4c680f6e3514c,5b7c49b102e997bb,50a868e81e73acfe,4ffd504908fb07da,5188ef2c403e2778,5108a7a1e43f059c,532b86911307f3a8,4e74ad760c314551,51ae5f77da6f603b,49692ff50309dd19,4734960fa2a26a3f,4385a28d1a4c95be,43a28c6e68e64d4d,40eb3800e185ef0c,3e625a5edf5d15ca,4aa624e61254e831,3d117354f213bd67,3fff258ab89dbc4e,3fc7e7a69c076c11,3d843f4a85127c3,3ed6be7a876f8856,480352ec29ba2830,497c8fcea27db8e7,3cb6d81de62af5b0,386336de6678e675,35d603ba4ae534d9,351ec5385b081cb6
6c696627734252d8,5a3b399dcc0ce15,5d14e13276e5db1d,5670fa8cc1bf57a7,54e82d89d664c4c2,5b865825476aa609,50a90c747032d77b,4ffd6fa66ad7e072,519a99eebd8fbe8a,512027bf47550519,532f7a23093cd088,4e784f7f15fbcc9c,51af4ce4613e4c50,496c6f8cf9195efe,4736eb6cbe2afb02,43879fdf27b67edd,43b12ffeb2638989,40eb3b93dfd1dd2e,3e638783e6615499,4aac61e0a33610fa,3d11b743ddded919,3fff26fa2ba9657d,3fce67368d39e10b,3d9b77d2188e39dd,3ee8fff59b61f5c1,48043147c168675,497d48dd2ce7a70c,3cd28cdc889bdeb0,38639940e4a5e323,35e000bc8b6413d2,35269959b4890929
6c731c99819cddb6,5a3e7cda5b98cb2d,5d1e64e1a1f7f7f0,569b26776d9166ae,54ebc3b848e917a5,5b86f983b05bf7d3,50b67cf925a47a62,4ffedd30108abeb8,51ae2b0f57f3c4af,513db42feb9a0a5e,53395785f770cecb,4e7c3fb4174dc813,51b36a35b39bc4d6,49747da81768fdd8,47461e0364e35a1,4393bebfc3019b8a,43b199fe85b91efe,41125219ae94e211,3e67f7fb9a390eaa,4aad73d6bbeddc00,3d14298381ee10c3,401702ea9a31f7ab,3fce7714e4643512,3da418e38f4d5c77,3ee907e2965b3c59,480d533cfd096d82,498f967d1a5e1cd0,3ce2815b4e3a2d27,38640f1713db32f0,35e1eaa5b2e2cefa,352bad1238316285
6c88a3acb2492c12,5a5cf72e3e2fe97d,5d1fc83200784c3b,56a41dfb2c20976d,54ffa1ab113619c1,5b8a46d19ecbc5da,50be276121451f64,500297dcb45c4fbe,51bdbae8beae11f5,5143d855cb58f9cc,533ea206e09cb23a,4e88b77ceae61e2d,51bdbae8beae11f5,497d9f7551671577,4751c3af5b7a6640,43949d3e1cc9562e,43cc6eebe7d003bb,411432e6cd86bdac,3e6919f065045d45,4ab07155f93e8c03,3d1a1839100a7956,401d867056d1eed1,3fdcdbbfa1f0b6e2,3da8d6f3c8c2ea31,3efd4f1e4bed6d85,480db34540c15868,499f5f4f673e4857,3cee0efd5ef5a84b,38648a9d523e0a37,35e5a8f00550dce9,353421630874265a
6c8de6336a323c67,5a6d3dcd52d2a5e9,5d302459802152a8,56abd7be9b124ee5,5504092f72c523d7,5b9ad2ff198a831d,50be279601196b79,5002e47f85d21710,51c5230b39cc08de,5148db4eea40062f,53429d7c3e0cc92e,4e8b4875b7b7602b,51cdc90cdb4e10b7,497e23a2cb5123b1,4757dd7e9875c0aa,439f4a02650ef826,43cf83b783ecc699,41161ff053fc5b9d,3e6f538e70df547b,4acfd8ed98fc70a0,3d1a7db652cc1b70,4034a24da4989b51,3fe256126d819788,3dab34ed70a22603,3f0195f0457bd955,481a2fb2a0e6dfd4,49a576b036ca9bf3,3cf0406be9792ac3,386c5fd03799134,35f03e00e59acabc,3538b1ac5ebd9bdf
