w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56
15fad7307e39fe01,821bd8cd483238fc,fb4667c1882348a0,a08e802a0e2174ca,85497af0d33579f,5f91b50d565a4b85,5404ce7fc4b58ab,75336f99c50547fe,7447f94aa44ef983,f71cc5278ab393e9,c9302f32d465217f,3a9e9e462c8fa7ac,b75571c5f6f46c4,cc930adecc3d03f4,c610cded8f955aa7,d82c041eac7aee12,28eb3ca98055baa8,3a9e9e462c8fa7ac,1a8632edab54bfe9,fd6a2a30bec37b43,dc6afe7e773f6dbc,ff92ac917e744e73,1a39c862ef445571,c4c3525c455dcbfa,93e7da9625071cfa,581a995e2b4f7688,fe8e8747ad88df70,1d61b8ff6b369509,499f8fc1613154b4,b4c653c602f05b15,62f65fb0a5b793e7,330997a1dae76be5,4a28017c07ce31c,2fb9bb1817b93828,9fd5b5cd48641b07,c1526e24dde44ebc,2a803f9ed0e5efd1,3b98b397ad30c504,55a4a069f087d5a1,7e890e65bd7e80d5,628b38cdc4e0733b,f9e2d765cd363e34,f980df95f53ae82c,fa6a93cfe37bf1b3,f9fdc7f6c232872d,fb0575986073edb9,fac9566010e462d7,fa8ebca80d23c433,fadd9ed2dd0fdaa4,fb1892e569fadbd1,fa96bede221e2b4d,fa3a3b8f2822e4ef,fadfdfafb0b4657b,fa8ebca80d23c433,fa96bede221e2b4d,fa81c95f7f5d6342
610678f23eb7e18b,1bbeb2e81a0a9d97,fc8af17581f764bb,7e50a8645b99e8e7,6a128023a0f11307,8eacffb94e34241b,d680961769a789c7,eed7a55551b1d338,b60338c855d5ab86,d112623c906558e7,cc930adecc3d03f4,6787577e4c415050,9827794109a904ee,3b73a515065093bb,cc930adecc3d03f4,9fdb4445795f5c4c,3b73a515065093bb,d22c22e4c123c305,fb4473dde92a4b01,5f36688a8661fc8b,5f36688a8661fc8b,cc930adecc3d03f4,5f36688a8661fc8b,cd0b8b6095030229,a6fd82affa490c48,971f88357f9adf6c,4932f688826ceb64,ac98f97da9ce3c81,4195b8b76748fc22,28a7652e2cf978cd,dad637ce2bbb4a14,21f247b0a7e6a5d2,29054b19f9f5ae61,7120c45416f0ddba,31832943fa5b7453,9e9ed4d81e119fdb,99a65cb69e2c85a0,3bc584449e232d07,85be91aac3cf0ff0,987f2833d7e8627d,b12d960dbb0c7d4d,f9bd981c41670042,f974b03225c5ceb8,fa6a5188a713fae0,f9bd981c41670042,fadd9ed2dd0fdaa4,fac71dfb21ab4627,fa81c95f7f5d6342,faccdd81d215bcec,fb0d881ec609153e,fa9156106e7e10be,fa34ae6c3d4979e4,fadd9ed2dd0fdaa4,fa81c95f7f5d6342,fa8ebca80d23c433,fa6a93cfe37bf1b3
821bd8cd483238fc,7851d1b70aefa447,c5d840b867b6a06e,6bb5343bb124aeac,7f7d28f5d1f06944,673d4c72344a7b9d,8b192600d3b7407d,f71cc5278ab393e9,d82c041eac7aee12,c925dae393276ce7,a588673029f85706,a588673029f85706,d82c041eac7aee12,3a9e9e462c8fa7ac,6787577e4c415050,5284b5df1abfbe55,3a9e9e462c8fa7ac,5f36688a8661fc8b,e01290efbbd36aa4,841d899810646835,a8a20b05ddcf38fd,c4c3525c455dcbfa,a8a20b05ddcf38fd,a588673029f85706,a503eb4e7b511e99,c3efaf6d54e390c2,811abb99f5e7f61c,71735f2f245347b9,a8fd3b34e88ed1ec,d37f7fa6a4776c97,fac9566010e462d7,be60029190cbebe3,cf903d48ebfb94e,9bbf94165395eb33,4657101b37927f24,ae2c7d7c777358ac,19fb34f3abc4a7a3,cc213100c546b568,b2229460b136042e,d87b454cdd2d5047,29214dcf4b1724b6,f9b654b7978f1f7a,f97178e32389e669,fa3a3b8f2822e4ef,f9afb5c53bcceca4,faccdd81d215bcec,fa98d0bd9fdfe96f,fa80161f9634c2b3,fac9566010e462d7,fadd9ed2dd0fdaa4,fa91075e105f11fe,fa340e13e5e719a2,faccdd81d215bcec,fa7f4652aa1963d1,fa6a93cfe37bf1b3,fa6028b76b10607f
7851d1b70aefa447,fb4667c1882348a0,b28e58cba1586dfb,83ecfd25a7d70fcc,43c3fe2041bfc40b,16d7dbfddb4f0d5,39b979c1d51ab737,2337410d9559ef80,38207ea05fddd10f,d82c041eac7aee12,5f36688a8661fc8b,968422f2d4fa9cc,401b167c34053f1a,c610cded8f955aa7,a588673029f85706,39e3acb6f554e93b,6787577e4c415050,841d899810646835,5d65621b5e538df6,a8a20b05ddcf38fd,ddc733d4c7a733f5,5f36688a8661fc8b,ddc733d4c7a733f5,f7f6f2c7ca09044,8bcd78f45f97efc3,e48e79d86d9402b7,3019fe36baf1dc82,791b1656c7c99b85,3940614c35d8d64e,26e6dc4c390b4924,a9dc266a37fe84f5,2b912ef4807c1f0b,4195b8b76748fc22,ed3efe58141f43e5,64818e8f76d49365,fac60bf37c7cad95,93ab66f6d48841a6,70cbc09cfc67b70b,f75935f10e8b7d16,82c208af4a0cdfe8,729f626818ffe92c,f9afb5c53bcceca4,f9694f11aa0337cf,fa340e13e5e719a2,f986c56ff6b6fe28,fac9566010e462d7,fa96bede221e2b4d,fa7f8c176c62650b,fabc489fb800c3fb,faccdd81d215bcec,fa8ebca80d23c433,fa1578adaa720193,fa91075e105f11fe,fa7b32c43368ddaf,fa6028b76b10607f,fa4d10c6d08cc96f
e8ff2e1c4c71c7da,fc8af17581f764bb,9c7f303ef2e11008,85497af0d33579f,629f121679ca5e15,1af096886d9ee366,a441c5debb9bed51,3724d5b771769326,d64a5fe66000d40b,38207ea05fddd10f,841d899810646835,c9302f32d465217f,38207ea05fddd10f,870f705a5fbdd3fb,ff92ac917e744e73,135c1848e036ffba,c610cded8f955aa7,e01290efbbd36aa4,b11cdde2c93f0b90,1a8632edab54bfe9,f03613ba8d0193e3,a8a20b05ddcf38fd,1a8632edab54bfe9,15fb331dfb04461a,f2530d8df2455c7c,e0086eb19d6a4f39,d22895353f9a2739,330997a1dae76be5,1dd7d3cae7566430,3a9e9e462c8fa7ac,3db04f97051f9129,96dbaf204e0ff742,a92d94bf4d60c986,c160e28df30dcdd3,99c2e1292f1822b9,8504d91f16addacf,6f384bc0fe5dc5a4,8067ff7600a69584,7109581c2a89f047,caf559d2a776dd65,9be81d0cc0447c6b,f991422edcdb795c,f95bb6feedace0db,fa17a02044262546,f97178e32389e669,fac60bf37c7cad95,fa8ebca80d23c433,fa6a93cfe37bf1b3,fab65de7a3aeefad,fac9566010e462d7,fa6a93cfe37bf1b3,f9fdc7f6c232872d,fa8ebca80d23c433,fa73477dc21cf93d,fa4d10c6d08cc96f,fa340e13e5e719a2
e1ee05b485812db2,5650c266e6ccd0b6,22003d1335bd37ff,23bc795895079b9d,de14cd15e1969a71,29b4ac9853882a4b,2f7f5c85d988da49,257dfafb019b931c,28eb3ca98055baa8,2c7553a0faed59bc,a8a20b05ddcf38fd,1633b86f729384d8,39e3acb6f554e93b,731bc08411b4e40d,6b8874547472e04e,e803233f5ece10e7,731bc08411b4e40d,ddc733d4c7a733f5,3ec11e8cddfef444,fb4473dde92a4b01,fb4473dde92a4b01,ddc733d4c7a733f5,fb4473dde92a4b01,5f36688a8661fc8b,69b009555ca0cc83,4b25efbd2a19de0d,76776216b7730c3d,7af0de6fc8801806,469922b6180758d9,d5304a49bcc5c82,748b4c9e768b20c6,ca33765fd7950d4b,c783f2d5b830d425,6959724212288ccb,157c5d69056ee415,6417418d510b4349,8c8d620dffbb15e,1f5cb9113c8eacde,f9bd981c41670042,da4604c9d52569fb,64962667059ca428,f986c56ff6b6fe28,f948fdd86c8722fc,fa121f9965c28d6,f93be12d9e36003e,fab65de7a3aeefad,fa81c95f7f5d6342,fa6a5188a713fae0,fa96bede221e2b4d,fa96bede221e2b4d,fa6a5188a713fae0,f9e972b0e8ecda6,fa81c95f7f5d6342,fa6a93cfe37bf1b3,fa34ae6c3d4979e4,f9fdc7f6c232872d
c5d840b867b6a06e,e8ff2e1c4c71c7da,49506084d922a573,6a128023a0f11307,faa46388d0415c85,6bb5343bb124aeac,67c4d44a3f1420d4,97ce8506ee508348,6b8874547472e04e,47af41afafce6971,fb4473dde92a4b01,5f36688a8661fc8b,e803233f5ece10e7,1852df2697ab71fb,5f36688a8661fc8b,28eb3ca98055baa8,39c588ccaa40597c,a8a20b05ddcf38fd,2c89311e1221a488,ddc733d4c7a733f5,3ec11e8cddfef444,fb4473dde92a4b01,e01290efbbd36aa4,a8a20b05ddcf38fd,332a2eef1e1607d4,c30c3650f58a6d5b,c523a6676f5d19fc,ef0340ff08d01d47,faccdd81d215bcec,2c89311e1221a488,23509250a54cc91a,6427c336338bf7d9,9bd553c28cdc8a06,efbecf22361d139,79134d2f372ab41e,1c7ab5ecbdad49ed,5c4ffbc788915b98,c59873e800b36457,d6a7301ccfdb34af,ac147d2338531dc6,6f384bc0fe5dc5a4,f9766074401df575,f93be12d9e36003e,f9e25d9ee6e99b5f,f9098aca3a9ba26f,fa96bede221e2b4d,fa7904134f2123a8,fa6028b76b10607f,fa91075e105f11fe,fa91075e105f11fe,fa34ae6c3d4979e4,f9d591f2307e1461,fa80161f9634c2b3,fa5b7cb932f28b8d,fa340e13e5e719a2,f9e2d765cd363e34
d5f81e97a1cd8d6c,c5d840b867b6a06e,dc6beffd6e9996e7,7f7d28f5d1f06944,b94a290964b9fd3,abf1d98c113c3300,1da08811f5d0c51e,d82c041eac7aee12,3b73a515065093bb,e803233f5ece10e7,1a8632edab54bfe9,a8a20b05ddcf38fd,28eb3ca98055baa8,c4c3525c455dcbfa,841d899810646835,3b73a515065093bb,a588673029f85706,3ec11e8cddfef444,6e32342329ccdb8b,5d65621b5e538df6,5d65621b5e538df6,1a8632edab54bfe9,ca1408241e3e90a2,e01290efbbd36aa4,f294128468fae2a3,373a56c3507a7919,2acd35f360fe611c,7e576a866d8bb06e,6ed2de4a19ccbd57,86a41d820c77aac1,c8a98cbf19acee2,327ed93104a30df,dba8c94a8e0fd042,a5e143a62babf0d2,3de75b5b35541a80,f5c2752883ba88d3,7ab8db936ad413b,c74451c5e9baff2,5bec07efc9d67adc,28a59e6cb98d8fe2,96a6b2f7cc1db9d0,f974b03225c5ceb8,f9098aca3a9ba26f,f9bd981c41670042,f8eb4f152836c8e,fa8ebca80d23c433,fa6cbabbb5f11673,fa3a3b8f2822e4ef,fa8ebca80d23c433,fa8ebca80d23c433,fa340e13e5e719a2,f9d421bce0f04a81,fa73477dc21cf93d,fa4d10c6d08cc96f,f9fdc7f6c232872d,f9d421bce0f04a81
8150ff99be3720e,c841f47befd5c30f,faee1139ae837ae2,f94ae282f3c4d62f,675404c7c6f6336c,83ecfd25a7d70fcc,ccc20a2987c3c982,401b167c34053f1a,731bc08411b4e40d,6b8874547472e04e,e01290efbbd36aa4,841d899810646835,cc930adecc3d03f4,ff92ac917e744e73,a8a20b05ddcf38fd,aba73c6902a568fe,ff92ac917e744e73,f03613ba8d0193e3,841d899810646835,b11cdde2c93f0b90,841d899810646835,e01290efbbd36aa4,5d65621b5e538df6,ddc733d4c7a733f5,ada78b1ffd45cf51,a45aafcff22a39bb,b5f5596b4f6fb039,982de853b2358f23,a1847f16bd922e05,b29b18fa957f6b74,a8765d42bc69a965,e3ae2fc547634d54,53ee73c16b28d857,9dba3683574faf76,32a23f94d04e7ffa,78b5c8539a81d39f,d87b454cdd2d5047,c880125c40318eab,3e30920b37607808,6cb43288ae3d411d,f1d8afe959a721d8,f97178e32389e669,f904228b0bf9ee0,f9b654b7978f1f7a,f8d5153b19507116,fa81c95f7f5d6342,fa6a93cfe37bf1b3,fa34ae6c3d4979e4,fa8a7450bf5c7b5e,fa827119f2e7898d,f9fdddb8ac255a65,f9bd981c41670042,fa6a93cfe37bf1b3,fa340e13e5e719a2,f9e2d765cd363e34,f9bd981c41670042
cc74d74d854f4ab9,b28e58cba1586dfb,229f6f4ba661456b,829e9c78f7ea42da,cb60f894b1e6af62,85497af0d33579f,5f91b50d565a4b85,38207ea05fddd10f,c610cded8f955aa7,3b73a515065093bb,3ec11e8cddfef444,fb4473dde92a4b01,3b73a515065093bb,6b8874547472e04e,fb4473dde92a4b01,731bc08411b4e40d,dc6afe7e773f6dbc,5d65621b5e538df6,d805b9fc2c0efe4f,3ec11e8cddfef444,e01290efbbd36aa4,5d65621b5e538df6,dc6afe7e773f6dbc,1a8632edab54bfe9,5cf6b5a47c131e66,f4f2cc533f93934e,3688c15cee1e78bb,db86ba799882cfed,2cf55e2617e6985f,8456b0d208d8ec14,d7480498c93bd2c5,8d7ed9e94dac139f,ec92930a666cdef5,91a33daa8f46d3a0,8381b9b6875c9534,8008dea02740f5f0,18ea612aee6eb7e,9702692165c2eb7e,c5281fd2d2587a07,c3ce0a39c03ae432,361409632f30b596,f95bb6feedace0db,f8eb4f152836c8e,f9afb5c53bcceca4,f8b9316801676f20,fa80161f9634c2b3,fa6a5188a713fae0,fa340e13e5e719a2,fa81c95f7f5d6342,fa81c95f7f5d6342,f9e2d765cd363e34,f9b654b7978f1f7a,fa340e13e5e719a2,fa242fd4dbb75761,f9d421bce0f04a81,f9afb5c53bcceca4
9c7f303ef2e11008,773a3a4c34338306,521f4ce165f53f50,4c73265147c8608c,821bd8cd483238fc,6a128023a0f11307,8eacffb94e34241b,8fb2e551b9154bfa,6787577e4c415050,c1cd46d2abbc2318,b11cdde2c93f0b90,1a8632edab54bfe9,3a9e9e462c8fa7ac,5f36688a8661fc8b,1a8632edab54bfe9,c610cded8f955aa7,c4c3525c455dcbfa,b11cdde2c93f0b90,d680961769a789c7,2c89311e1221a488,2c89311e1221a488,870f705a5fbdd3fb,2c89311e1221a488,f03613ba8d0193e3,75dafede44b5ac4b,9dce5ec11da4817c,ca26158a0757e5a8,96add54e251d5ce5,ad1843989ea78358,b15b6db0826cf716,2f8caf6296256118,c4f69c1845f899b9,eebc51e29cf35d8,53e35c4132809c35,2a803f9ed0e5efd1,cb48199b9a1ef7b3,9b769516ff11d615,f1ad6f802455dc62,fceb0c690cf5752d,db0599e0536d3c34,708e6c624658729a,f957a22b77b0594f,f8b9316801676f20,f991422edcdb795c,f8b7100ee9cde89a,fa6cbabbb5f11673,fa453ef0c330d108,f9e972b0e8ecda6,fa80161f9634c2b3,fa80161f9634c2b3,f9bd981c41670042,f9afb5c53bcceca4,f9fdc7f6c232872d,f9fdc7f6c232872d,f9bd981c41670042,f9696d6903e947d4
dc6beffd6e9996e7,9c7f303ef2e11008,e71024dc5e695444,43c3fe2041bfc40b,1bbeb2e81a0a9d97,7f7d28f5d1f06944,afd4ec75a2c0a1de,133f84a99c1283db,c5b6ca5024985c00,731bc08411b4e40d,5404ce7fc4b58ab,3ec11e8cddfef444,c610cded8f955aa7,ca1408241e3e90a2,3ec11e8cddfef444,6787577e4c415050,5f36688a8661fc8b,2c89311e1221a488,8b14c714adab87f4,487308b60c54316b,487308b60c54316b,b11cdde2c93f0b90,5bac0ab882ed731d,b11cdde2c93f0b90,a3ad2e0599d63169,d161c73a6bc720c2,c3e159189c2565aa,5f36688a8661fc8b,47ca0a8189f515c3,8c013590c32776d1,f11fc523970ad864,c3c5c9d959265acd,8067ff7600a69584,1d72619a9a4f1051,d17fd48927112b3d,50c920e3f34e86eb,9918762925a2a6b4,17a68a45815fa55c,25cc62cefdc0fc5f,85d77bc0d2d0254c,859df8c70e93e30d,f94dacfc74dafce,f8b7100ee9cde89a,f980df95f53ae82c,f89389af618875,fa6a93cfe37bf1b3,fa3a3b8f2822e4ef,f9bd981c41670042,fa73477dc21cf93d,fa7f8c176c62650b,f9b654b7978f1f7a,f97178e32389e669,f9d421bce0f04a81,f9fb0a8c468d47b8,f9b654b7978f1f7a,f94b786ed9fdcea6
e71024dc5e695444,dc6beffd6e9996e7,bca495462dfd4d35,8a5030291a92d9ba,b362b61b644a223f,4c73265147c8608c,34b4c01963d07f06,4552a220b3e09a83,5c57981c39056523,870f705a5fbdd3fb,487308b60c54316b,b11cdde2c93f0b90,6787577e4c415050,e01290efbbd36aa4,ca1408241e3e90a2,3a9e9e462c8fa7ac,841d899810646835,ca1408241e3e90a2,5b18204787cc7709,d805b9fc2c0efe4f,d680961769a789c7,2c89311e1221a488,5a980e94fcf586f0,2c89311e1221a488,5ad60d644c47e44b,90d4819a21845f05,21b58e79dc3dacee,31b5ca2b4cfb92d2,9f213586099118b0,93e7da9625071cfa,887b8e476d5ed9a,62affdaf7404864c,d53ffc2bb181f87c,fc08a8d6e3a8d93f,16188f336f80c84e,5a7d36f24d92b9ec,224dcef32ac35670,29569ec1a59a885a,119af8136ae50ec7,7ac00707645650e2,f9bd981c41670042,f948fdd86c8722fc,f8b3e388261b65ab,f9766074401df575,f86511c66c21c89e,fa6a5188a713fae0,fa34ae6c3d4979e4,f9b654b7978f1f7a,fa6a93cfe37bf1b3,fa73477dc21cf93d,f9afb5c53bcceca4,f9696d6903e947d4,f9bd981c41670042,f9efc89c945c74d1,f9afb5c53bcceca4,f924362f9dbdb3d7
63abcd332d0f81df,e71024dc5e695444,d213f754baf3abc5,675404c7c6f6336c,e8ff2e1c4c71c7da,f94ae282f3c4d62f,16d7dbfddb4f0d5,28eb3ca98055baa8,ff92ac917e744e73,c610cded8f955aa7,d680961769a789c7,e01290efbbd36aa4,c2e89ca2579a75f2,fb4473dde92a4b01,b11cdde2c93f0b90,508e844b85917b7,a8a20b05ddcf38fd,8b14c714adab87f4,e1b4fc53e6a28f6e,d680961769a789c7,bca4244e3d584eb9,7a787e0aebfd94c3,d805b9fc2c0efe4f,5bac0ab882ed731d,c0ab01c6231619d6,2ee6f93c5d1e27a2,c11e255bedc4ac85,35bfc3289fbf96b9,795feeab1eabb77f,97d6b7b40dc1a4e,1cd4bbcebc81367d,a8faba585e241dc2,ed2501e427ab5767,23058071e98927d3,3e8ae25d31e15b04,50331f6232bce16a,87f17719ed83058,d545897784c071bb,125b35d5cb2e952e,7c3bed8a6626c96e,ac21872ca4043feb,f904228b0bf9ee0,f85b1e17c36f752a,f974b03225c5ceb8,f85b1e17c36f752a,fa47bcea5a517523,fa340e13e5e719a2,f9afb5c53bcceca4,fa6a5188a713fae0,fa6a93cfe37bf1b3,f9ac38147a818680,f93be12d9e36003e,f9baf660c40130c3,f9e972b0e8ecda6,f9766074401df575,f9098aca3a9ba26f
3df5f3711c31c90b,f3fcf66ea232170a,2df5afb3cf1b1359,bcf300f5944c2062,fb4667c1882348a0,43c3fe2041bfc40b,1af096886d9ee366,3b73a515065093bb,a588673029f85706,c4c3525c455dcbfa,3210ba0504dd13d2,5404ce7fc4b58ab,1852df2697ab71fb,1a8632edab54bfe9,e01290efbbd36aa4,f5fc5817968f4c5,1a8632edab54bfe9,487308b60c54316b,d7913ad96cd13905,5b18204787cc7709,7c4855cc790bd0a8,5a980e94fcf586f0,c800957992846af4,5a980e94fcf586f0,f8b49f2702892c5b,2e0f18a4071b4b93,4657101b37927f24,5b3dce3b53ac26e7,d48e982c94d60ffe,c254b2045d3d1b73,ea50a8138010d27b,b98105946a025d0b,e4d309893c79aa22,eebc0a379822e64b,142db167c7618c73,cb4cec908c7b2564,6ad4b61101022d52,4a9fb0cc72a2d2a6,99f0ea82f3ce71da,11f4c3d5b4d5d902,4232c6905cb868c6,f8ff5261828fdfc6,f84ef05bdc9f8ade,f97178e32389e669,f83dc2bfc71d1a50,fa3a3b8f2822e4ef,f9fdc7f6c232872d,f9a993a406ddc86d,fa45bf8f77e077e4,fa6a5188a713fae0,f9766074401df575,f90f11df27e07936,f9afb5c53bcceca4,f9d421bce0f04a81,f9696d6903e947d4,f900986a6511718a
f7640c6b883ba607,9e774cfbafc73a91,914e6ecfc1ef861e,cb60f894b1e6af62,fc8af17581f764bb,c24433629fbf59bd,4f2636fd69fcbc32,731bc08411b4e40d,870f705a5fbdd3fb,6787577e4c415050,39b979c1d51ab737,b9d35317e08a6164,968422f2d4fa9cc,3ec11e8cddfef444,2c89311e1221a488,c9302f32d465217f,fb4473dde92a4b01,d680961769a789c7,2f7f5c85d988da49,87d2e94d854cc630,b11cdde2c93f0b90,487308b60c54316b,f5fdc61de7b3a1e3,d805b9fc2c0efe4f,a1bcb7d5a7ee0225,db7ed3b8feaf5bfc,b64398151e80737d,faccdd81d215bcec,c8f41db86e5a0f10,cc888522fd318ac1,7761db683ddeffc4,5f6dc187c50c3b2c,a3f8b3ac1a4a6c1e,1a4f678c16f466ea,6aad6855db8e50cd,c6bc118ad6833217,2e76a9aa4069ee45,2a7618ebd62f1aec,ca6b75ecde156007,acd44bc9e0e5250d,ac6e9c8e9656dcc2,f8eb4f152836c8e,f84a0f9e199c3acb,f9694f11aa0337cf,f804dc2f996f9a3a,fa340e13e5e719a2,f9f64775baf46e73,f9988cf7f9f5cc70,fa3a3b8f2822e4ef,fa67363448de5e3c,f97178e32389e669,f9098aca3a9ba26f,f97178e32389e669,f9bd981c41670042,f9547b89a8d027c7,f8fcd83e11d3a076
4f345ef1f863b80c,bca495462dfd4d35,90952c8a7416f590,821bd8cd483238fc,1f4fde7ca84c5751,b94a290964b9fd3,7ca278ee5d374601,c610cded8f955aa7,5f36688a8661fc8b,a588673029f85706,3943138d7298fd8c,2c89311e1221a488,f79cc5308d6d561c,a8a20b05ddcf38fd,487308b60c54316b,ea4b996b13ed556f,3ec11e8cddfef444,5b18204787cc7709,ccc20a2987c3c982,a4d6893d3e29130d,87d2e94d854cc630,2ad19e5a3134a630,5b18204787cc7709,fb4473dde92a4b01,ed3c8a54c397ba0c,f2439d05280782f2,645efa2beb579c96,df0a16a55e4b6e97,90f57cf7c9fb79a1,83655c76484b6eae,76776216b7730c3d,b3b0e578bbf367c,185fc1b407ed0054,f44fe57e6d24ee51,91493419c7ee5dbd,28350cb0c3521bf5,69ae052f1795836b,a11faef59e7d6b28,85128d691c9326a3,6c5b731b1a446a42,1c43c87dbd3a5605,f8e92f8c96c93245,f83dc2bfc71d1a50,f95bb6feedace0db,f8025944883bb4d6,fa121f9965c28d6,f9bd981c41670042,f991422edcdb795c,fa34ae6c3d4979e4,fa3a3b8f2822e4ef,f9696d6903e947d4,f900986a6511718a,f9696d6903e947d4,f9b654b7978f1f7a,f94dacfc74dafce,f8eb4f152836c8e
9e774cfbafc73a91,d213f754baf3abc5,67aa8af5c05319f5,1bbeb2e81a0a9d97,c841f47befd5c30f,faa46388d0415c85,66ad35fdd6bf1f6e,fcc7b0e91dfcb8d9,841d899810646835,28eb3ca98055baa8,2f7f5c85d988da49,d680961769a789c7,6b8874547472e04e,b11cdde2c93f0b90,5404ce7fc4b58ab,c4c3525c455dcbfa,5bac0ab882ed731d,7c4855cc790bd0a8,ad1817f6b9776843,2f7f5c85d988da49,2f7f5c85d988da49,e1b4fc53e6a28f6e,7c4855cc790bd0a8,2de1c2469140c820,4657101b37927f24,de7f3811234cd1dc,9ff0a19a8d2fd7a8,420bb81bee903838,fafb7d4d18e8ce5c,ae2c7d7c777358ac,79d447123edecf54,8197235ae037dbb3,95e0a8eefe376959,97860a3547d62306,93e7da9625071cfa,55a4a069f087d5a1,1eec7f098e6f6d20,b3764d4ba4ea92ce,c3efaf6d54e390c2,93d12512f8a9633f,854701861b872058,f8b9316801676f20,f804dc2f996f9a3a,f94cdac6366d3a9a,f7ec653ab01185d0,f9e2d765cd363e34,f9b654b7978f1f7a,f977ce7cb978a9b7,fa340e13e5e719a2,fa34ae6c3d4979e4,f94b786ed9fdcea6,f8eb4f152836c8e,f94b786ed9fdcea6,f9afb5c53bcceca4,f94b786ed9fdcea6,f8d5153b19507116
d213f754baf3abc5,4796bac329124b4f,a70e3c2623b1b148,e8ff2e1c4c71c7da,b28e58cba1586dfb,cb60f894b1e6af62,6bb5343bb124aeac,5765d8e0c3bdbc0,a8a20b05ddcf38fd,5f36688a8661fc8b,3a5970fa3d57ed1d,487308b60c54316b,299e8116cb070531,5404ce7fc4b58ab,d680961769a789c7,5f36688a8661fc8b,33fcf9d056b77a7b,365c2d5befcf2f2,1da08811f5d0c51e,5bac0ab882ed731d,414f654bb7b93be,7c4855cc790bd0a8,ff92ac917e744e73,e1b4fc53e6a28f6e,953c7eee146daddc,21b58e79dc3dacee,93b8ff8e34dc5215,6992779e1671bcab,1eb1e37bf82f1f58,e0ef0dfd8647d286,a9103b3dfb4daa8f,85fa9c259f839f1f,9b9e8a7ddadc9111,dd30bf6f6b8de05b,e0067fec9d240c24,32b10c3bcc811a6f,be60029190cbebe3,e7825699263efd07,483d2d01eab80646,eaa3659dcedbd184,79e42b65c353645b,f8b7100ee9cde89a,f7ec653ab01185d0,f948fdd86c8722fc,f795d528db8e22f9,f9bd981c41670042,f9afb5c53bcceca4,f974b03225c5ceb8,fa121f9965c28d6,fa340e13e5e719a2,f948fdd86c8722fc,f8e39edd7a5f592c,f948fdd86c8722fc,f96af0f9028b88c,f9098aca3a9ba26f,f8c8b44b984d5a94
e05a392bbe0c982c,90952c8a7416f590,f45722ee78114569,fc8af17581f764bb,c2b33ea5a89e038c,821bd8cd483238fc,abf1d98c113c3300,870f705a5fbdd3fb,fb4473dde92a4b01,841d899810646835,4796f6b44831ec7d,39b979c1d51ab737,5f36688a8661fc8b,2c89311e1221a488,5673c8f89ad3afa1,841d899810646835,487308b60c54316b,fb4473dde92a4b01,5f91b50d565a4b85,1da08811f5d0c51e,ad1817f6b9776843,c368d28de22cb529,87d2e94d854cc630,8b1aa9b1ce067657,af78019ce0ae1622,9fb69fbc06eed20b,7d2652e39e55d66e,82293523f1bb078a,f5c2752883ba88d3,cb1e829ea968637c,3fa74f5419e43484,d69309cf9c2f988f,12904a754a3fba53,83731b406f4276,a8765d42bc69a965,990fa54dcdf05e11,28f6b75e4d977ab3,a0e6c47a8f492c3,59f299e5969f1bf5,d718c37016879c2b,9e144d3556d6eab1,f85b1e17c36f752a,f7a78db28ad58570,f93be12d9e36003e,f784c72c90bb72d2,f9b654b7978f1f7a,f991422edcdb795c,f97178e32389e669,f9fdc7f6c232872d,f9e2d765cd363e34,f93be12d9e36003e,f8c8b44b984d5a94,f93be12d9e36003e,f9696d6903e947d4,f900986a6511718a,f8b9316801676f20
90952c8a7416f590,a70e3c2623b1b148,942323e8a3fdca84,fb4667c1882348a0,d99695ad5d0a861f,7851d1b70aefa447,83ecfd25a7d70fcc,a588673029f85706,1a8632edab54bfe9,e01290efbbd36aa4,29b4ac9853882a4b,b9eb3b8416e3c9c7,a8a20b05ddcf38fd,841d899810646835,5b18204787cc7709,a8a20b05ddcf38fd,2c89311e1221a488,39b979c1d51ab737,86fe40389213331d,ccc20a2987c3c982,5f91b50d565a4b85,87d2e94d854cc630,d4ab07071697c9ed,7c4855cc790bd0a8,d273b6ee442596c4,d3561bb1f3c575b0,9ee8e16963dc13d3,7dbea30c087aa8e0,db0599e0536d3c34,4ecbbe9678615893,58086e529afcf59e,d19b1a4c1e5b35b6,75ab9ad8901f0ba4,8a4340d429b3d2cd,4731a4b246da642e,f0125af9bec22ec8,29e9bb4c9acad86f,d7ae6ed0b0bc5161,85fa9c259f839f1f,736294fafcacb381,dbe6e5d0c0a91fa7,f84a0f9e199c3acb,f795d528db8e22f9,f9098aca3a9ba26f,f7762c21a97827c4,f9afb5c53bcceca4,f977ce7cb978a9b7,f9696d6903e947d4,f9e2d765cd363e34,f9bd981c41670042,f90f11df27e07936,f8b9316801676f20,f9098aca3a9ba26f,f94dacfc74dafce,f8d5153b19507116,f8b7100ee9cde89a
